room_id,room_type,neighborhood,accommodates,bedrooms,price,last_modified,latitude,longitude
18421394,Shared room,11,15,1.0,323.0,2017-07-28 02:07:09.311514,56.210688,10.150830000000001
8395271,Shared room,24,1,1.0,73.0,2017-07-28 02:07:02.239283,56.162881000000006,10.203689
16644379,Shared room,24,2,1.0,57.0,2017-07-28 02:07:01.275123,56.159489,10.199117999999999
19158360,Shared room,24,4,1.0,48.0,2017-07-28 02:07:01.272701,56.155931,10.18277
20013202,Shared room,6,2,1.0,48.0,2017-07-28 02:07:01.269398,56.157677,10.153094
6778463,Shared room,3,5,1.0,11.0,2017-07-28 02:07:00.135431,56.173203,10.182304
8819543,Shared room,24,1,1.0,34.0,2017-07-28 02:07:00.131787,56.164446999999996,10.189525999999999
12799204,Shared room,11,2,1.0,33.0,2017-07-28 02:07:00.128866,56.171913,10.136547
2232899,Shared room,11,6,1.0,25.0,2017-07-28 02:07:00.121100,56.17424499999999,10.135461
4623614,Shared room,24,6,1.0,36.0,2017-07-28 02:07:00.101003,56.157104000000004,10.203791
9398947,Shared room,24,2,1.0,32.0,2017-07-28 02:07:00.088069,56.14500400000001,10.188038
18350594,Shared room,24,2,1.0,31.0,2017-07-28 02:07:00.062129,56.156319999999994,10.19563
19603661,Shared room,24,1,1.0,32.0,2017-07-28 02:07:00.049310,56.159411,10.202581
19376765,Shared room,24,3,1.0,29.0,2017-07-28 02:07:00.038688,56.15880799999999,10.201839
16091993,Shared room,24,1,1.0,20.0,2017-07-28 02:07:00.019220,56.15997900000001,10.20496
13087251,Entire home/apt,6,6,4.0,186.0,2017-07-28 02:03:37.435817,56.15020500000001,10.156325
8345432,Entire home/apt,10,7,4.0,404.0,2017-07-28 02:02:51.948979,56.161963,10.123037
3750969,Entire home/apt,24,4,1.0,177.0,2017-07-28 02:02:40.288697,56.155442,10.198345
7523479,Entire home/apt,24,6,2.0,218.0,2017-07-28 02:00:58.669024,56.15238299999999,10.188359
1229958,Entire home/apt,24,3,2.0,252.0,2017-07-28 02:00:58.664069,56.165037,10.216253
8304624,Entire home/apt,24,5,1.0,185.0,2017-07-28 02:00:52.241031,56.157137,10.184863
14753551,Entire home/apt,24,4,1.0,160.0,2017-07-28 02:00:49.030056,56.156814000000004,10.191434
1066076,Entire home/apt,24,4,1.0,113.0,2017-07-28 02:00:16.258209,56.163452,10.20245
3463139,Entire home/apt,24,3,1.0,105.0,2017-07-28 02:00:16.253333,56.156973,10.197353
13517684,Entire home/apt,24,4,3.0,88.0,2017-07-28 01:59:54.920726,56.162477,10.21485
13014552,Entire home/apt,24,3,1.0,92.0,2017-07-28 01:59:54.916403,56.154266,10.207901
11330167,Entire home/apt,24,3,1.0,96.0,2017-07-28 01:59:54.914275,56.149330000000006,10.192827000000001
1229943,Entire home/apt,24,5,3.0,229.0,2017-07-28 01:57:00.371910,56.146958,10.197887
4701932,Entire home/apt,24,9,3.0,290.0,2017-07-28 01:56:59.013162,56.152795,10.206895
16313246,Entire home/apt,24,6,3.0,242.0,2017-07-28 01:56:55.357984,56.167488,10.195217999999999
12034462,Entire home/apt,5,6,4.0,242.0,2017-07-28 01:56:55.350761,56.192239,10.24559
1158160,Entire home/apt,5,7,4.0,145.0,2017-07-28 01:56:49.992604,56.207012,10.245287
16151644,Entire home/apt,24,6,4.0,161.0,2017-07-28 01:56:47.046031,56.16259399999999,10.206395
6663872,Entire home/apt,24,5,1.0,152.0,2017-07-28 01:56:45.096986,56.156141000000005,10.202463
16422308,Entire home/apt,9,8,4.0,162.0,2017-07-28 01:56:42.596251,56.134067,10.125278
16088006,Entire home/apt,3,6,3.0,162.0,2017-07-28 01:56:42.588066,56.171379,10.171522999999999
15725096,Entire home/apt,24,6,3.0,157.0,2017-07-28 01:56:40.920037,56.164967000000004,10.195811
19501949,Entire home/apt,10,7,6.0,177.0,2017-07-28 01:56:36.956196,56.15651999999999,10.112617
11877419,Entire home/apt,3,5,3.0,162.0,2017-07-28 01:56:34.323552,56.165411999999996,10.16248
13413551,Entire home/apt,24,5,2.0,159.0,2017-07-28 01:56:34.320981,56.146254000000006,10.196928999999999
18544346,Entire home/apt,4,8,4.0,162.0,2017-07-28 01:56:29.816139,56.20123,10.191481
17148447,Entire home/apt,24,2,1.0,138.0,2017-07-28 01:56:23.873899,56.158465,10.200629
18838306,Entire home/apt,24,6,4.0,126.0,2017-07-28 01:56:23.865307,56.162089,10.208358
17819240,Entire home/apt,6,6,2.0,139.0,2017-07-28 01:56:16.740188,56.145122,10.16242
17696943,Entire home/apt,24,4,1.0,137.0,2017-07-28 01:56:16.722487,56.164708999999995,10.217478
18544575,Entire home/apt,24,4,1.0,129.0,2017-07-28 01:56:14.960226,56.157213,10.208844000000001
19242911,Entire home/apt,4,6,4.0,125.0,2017-07-28 01:56:11.816239,56.175681000000004,10.188054
6763690,Entire home/apt,24,4,3.0,129.0,2017-07-28 01:56:11.806429,56.149538,10.196588
1265254,Entire home/apt,24,6,2.0,130.0,2017-07-28 01:56:08.940713,56.164669999999994,10.201025999999999
6555060,Entire home/apt,24,4,1.0,105.0,2017-07-28 01:56:07.326030,56.160251,10.207439
13404435,Entire home/apt,24,4,1.0,105.0,2017-07-28 01:56:07.321607,56.161877000000004,10.209446
1229954,Entire home/apt,24,2,1.0,123.0,2017-07-28 01:56:02.539523,56.148286999999996,10.196089
9186856,Entire home/apt,24,5,2.0,113.0,2017-07-28 01:56:01.014652,56.155902000000005,10.196491
5418144,Entire home/apt,24,4,2.0,105.0,2017-07-28 01:56:00.995620,56.165333999999994,10.229723
7608827,Entire home/apt,11,8,3.0,108.0,2017-07-28 01:55:57.568213,56.173274,10.125274000000001
2278139,Entire home/apt,24,5,1.0,122.0,2017-07-28 01:55:55.100917,56.161279,10.213805
1175904,Entire home/apt,24,5,2.0,111.0,2017-07-28 01:55:55.089716,56.144215,10.193651
1583289,Entire home/apt,6,8,3.0,112.0,2017-07-28 01:55:49.838078,56.145152,10.155486
18498585,Entire home/apt,4,4,1.0,113.0,2017-07-28 01:55:49.827935,56.184937,10.196226
17180455,Entire home/apt,24,2,1.0,113.0,2017-07-28 01:55:47.573142,56.159791000000006,10.213188
10399138,Entire home/apt,3,6,3.0,105.0,2017-07-28 01:55:47.555101,56.162274,10.168004
19095591,Entire home/apt,24,4,2.0,122.0,2017-07-28 01:55:45.866531,56.145295999999995,10.191091
18956867,Entire home/apt,6,2,1.0,113.0,2017-07-28 01:55:39.311299,56.154238,10.181164
19329506,Entire home/apt,24,4,1.0,105.0,2017-07-28 01:55:39.308767,56.16235699999999,10.202745
18969072,Entire home/apt,24,4,1.0,113.0,2017-07-28 01:55:39.305034,56.165659,10.227909
5556013,Entire home/apt,2,4,1.0,97.0,2017-07-28 01:55:34.907707,56.13691600000001,10.172297
13183928,Entire home/apt,24,4,2.0,89.0,2017-07-28 01:55:24.230649,56.148027,10.199629
19657281,Entire home/apt,1,5,3.0,89.0,2017-07-28 01:55:13.770745,56.106038,10.201086
18816015,Entire home/apt,6,4,1.0,97.0,2017-07-28 01:55:11.409741,56.14532,10.159753
7080755,Entire home/apt,24,3,1.0,97.0,2017-07-28 01:54:47.450922,56.15463100000001,10.194334
14149293,Entire home/apt,24,3,0.0,93.0,2017-07-28 01:54:47.445567,56.146285,10.201754
5504101,Entire home/apt,24,4,2.0,84.0,2017-07-28 01:53:54.944902,56.148188,10.197427000000001
8639412,Entire home/apt,24,2,2.0,85.0,2017-07-28 01:53:02.082264,56.172686999999996,10.212439
1295964,Entire home/apt,4,2,1.0,85.0,2017-07-28 01:53:02.076716,56.176035,10.203682
1106978,Entire home/apt,24,2,1.0,93.0,2017-07-28 01:52:49.057807,56.149566,10.193976
17524313,Entire home/apt,24,2,1.0,97.0,2017-07-28 01:52:22.481693,56.159586,10.200747999999999
10016565,Entire home/apt,9,6,3.0,65.0,2017-07-28 01:52:16.748808,56.131715,10.105914
19161326,Entire home/apt,2,2,0.0,80.0,2017-07-28 01:52:08.785595,56.138445999999995,10.145702
8378982,Entire home/apt,24,4,1.0,63.0,2017-07-28 01:51:57.077168,56.145334,10.193368
10990456,Entire home/apt,2,4,2.0,65.0,2017-07-28 01:51:55.278019,56.141043999999994,10.177371
11098272,Entire home/apt,24,4,1.0,65.0,2017-07-28 01:51:55.273527,56.155801000000004,10.184681
7779651,Entire home/apt,24,3,1.0,73.0,2017-07-28 01:50:17.645284,56.148318,10.205191000000001
17180229,Entire home/apt,24,2,1.0,57.0,2017-07-28 01:44:45.989997,56.14680500000001,10.20071
16159789,Entire home/apt,24,2,1.0,48.0,2017-07-28 01:44:29.324848,56.147948,10.198995
16893328,Entire home/apt,24,2,1.0,48.0,2017-07-28 01:43:19.672848,56.171046,10.215232
11286889,Entire home/apt,24,2,1.0,57.0,2017-07-28 01:42:31.971111,56.162822,10.206082
11199563,Entire home/apt,6,3,1.0,39.0,2017-07-28 01:42:14.060677,56.148785,10.144116
16601701,Entire home/apt,4,5,3.0,40.0,2017-07-28 01:42:14.051855,56.19624399999999,10.190658
13254772,Entire home/apt,4,3,1.0,32.0,2017-07-28 01:42:12.240364,56.197424,10.191131
4752649,Entire home/apt,4,2,1.0,33.0,2017-07-28 01:42:12.237517,56.178142,10.178806
19600389,Entire home/apt,6,3,1.0,35.0,2017-07-28 01:42:08.610472,56.157584,10.165621
19886556,Entire home/apt,3,3,3.0,32.0,2017-07-28 01:42:05.754327,56.179512,10.165038000000001
13522359,Entire home/apt,24,4,1.0,773.0,2017-07-28 01:42:02.086810,56.146937,10.198309
13217611,Entire home/apt,24,4,1.0,701.0,2017-07-28 01:42:00.991831,56.155348,10.198325
16843649,Entire home/apt,6,5,1.0,322.0,2017-07-28 01:41:59.474380,56.15599,10.17923
5915793,Entire home/apt,24,6,3.0,355.0,2017-07-28 01:41:59.469302,56.174634,10.216406
15517801,Entire home/apt,24,10,4.0,404.0,2017-07-28 01:41:59.467222,56.150881999999996,10.202994
13105215,Entire home/apt,5,10,6.0,355.0,2017-07-28 01:41:59.465207,56.191008,10.23741
19501774,Entire home/apt,24,8,4.0,404.0,2017-07-28 01:41:59.462974,56.141199,10.200989
6924209,Entire home/apt,5,7,5.0,452.0,2017-07-28 01:41:59.459295,56.19532099999999,10.242703
13393074,Entire home/apt,6,2,1.0,404.0,2017-07-28 01:41:59.456842,56.141721,10.141594
20002076,Entire home/apt,24,6,0.0,348.0,2017-07-28 01:41:59.453782,56.160054,10.202703999999999
12060311,Entire home/apt,5,6,3.0,290.0,2017-07-28 01:41:57.283663,56.192898,10.252824
1229949,Entire home/apt,24,7,0.0,269.0,2017-07-28 01:41:57.281348,56.166073,10.217525
10081455,Entire home/apt,2,6,3.0,226.0,2017-07-28 01:41:55.668785,56.127041000000006,10.184106
14945262,Entire home/apt,24,6,1.0,241.0,2017-07-28 01:41:55.666110,56.16062900000001,10.208295
909328,Entire home/apt,1,8,3.0,241.0,2017-07-28 01:41:55.663371,56.119792000000004,10.204756
18339184,Entire home/apt,2,10,4.0,242.0,2017-07-28 01:41:55.660744,56.139324,10.143703
7009298,Entire home/apt,4,6,3.0,239.0,2017-07-28 01:41:55.657761,56.177116000000005,10.215833
16631898,Entire home/apt,2,8,4.0,209.0,2017-07-28 01:41:55.655544,56.131077000000005,10.187189
11932419,Entire home/apt,24,4,2.0,258.0,2017-07-28 01:41:55.651489,56.164481,10.230179
19465144,Entire home/apt,24,6,3.0,242.0,2017-07-28 01:41:55.649351,56.166644999999995,10.228811
17597610,Entire home/apt,2,4,2.0,242.0,2017-07-28 01:41:55.646939,56.131888000000004,10.18943
19067321,Entire home/apt,24,4,2.0,242.0,2017-07-28 01:41:55.644492,56.162271,10.205241000000001
18038536,Entire home/apt,24,5,3.0,210.0,2017-07-28 01:41:55.641824,56.164189,10.206766
15370812,Entire home/apt,24,4,2.0,242.0,2017-07-28 01:41:55.635986,56.148128,10.201276
18769838,Entire home/apt,5,10,4.0,307.0,2017-07-28 01:41:55.627195,56.186403000000006,10.239053
18920674,Entire home/apt,24,2,1.0,242.0,2017-07-28 01:41:55.625156,56.150824,10.195267999999999
935701,Entire home/apt,24,8,3.0,240.0,2017-07-28 01:41:55.620184,56.141971,10.193992999999999
13103623,Entire home/apt,24,2,0.0,216.0,2017-07-28 01:41:53.825893,56.153528,10.196389
19380612,Entire home/apt,24,6,3.0,210.0,2017-07-28 01:41:53.823756,56.156028000000006,10.200285000000001
4859618,Entire home/apt,24,4,2.0,210.0,2017-07-28 01:41:53.820776,56.15395899999999,10.186257000000001
1229972,Entire home/apt,24,4,2.0,269.0,2017-07-28 01:41:53.812852,56.148624,10.198618
19116987,Entire home/apt,24,5,2.0,299.0,2017-07-28 01:41:53.810516,56.166002,10.230155
18428150,Entire home/apt,24,4,1.0,242.0,2017-07-28 01:41:53.808116,56.153971,10.190538
19133421,Entire home/apt,6,5,1.0,290.0,2017-07-28 01:41:53.805849,56.148708,10.156476
12804543,Entire home/apt,24,8,4.0,307.0,2017-07-28 01:41:53.802613,56.163041,10.202042
18966694,Entire home/apt,5,6,2.0,210.0,2017-07-28 01:41:53.800132,56.191264000000004,10.217071
17510417,Entire home/apt,5,8,4.0,242.0,2017-07-28 01:41:53.797079,56.19686899999999,10.214651
3870987,Entire home/apt,4,5,3.0,242.0,2017-07-28 01:41:53.794026,56.174048,10.196253
8239115,Entire home/apt,24,6,4.0,290.0,2017-07-28 01:41:53.791022,56.163153,10.204463
6453559,Entire home/apt,24,5,5.0,290.0,2017-07-28 01:41:53.788309,56.156969999999994,10.209505
5610994,Entire home/apt,24,8,3.0,259.0,2017-07-28 01:41:53.786113,56.15906,10.210067
15528689,Entire home/apt,24,5,2.0,242.0,2017-07-28 01:41:53.783657,56.154777,10.203339999999999
6686416,Entire home/apt,24,4,2.0,242.0,2017-07-28 01:41:53.780881,56.153137,10.187636999999999
514296,Entire home/apt,1,6,3.0,242.0,2017-07-28 01:41:53.777573,56.118770999999995,10.205969
19111435,Entire home/apt,24,6,2.0,227.0,2017-07-28 01:41:53.774994,56.151784,10.200024
12064604,Entire home/apt,5,9,5.0,242.0,2017-07-28 01:41:52.078556,56.192963,10.244555
19169117,Entire home/apt,3,10,5.0,226.0,2017-07-28 01:41:52.076042,56.163699,10.164812
17380670,Entire home/apt,24,4,1.0,242.0,2017-07-28 01:41:52.073464,56.167058,10.227076
7022651,Entire home/apt,5,6,3.0,259.0,2017-07-28 01:41:52.069955,56.192661,10.224277
19664352,Entire home/apt,24,7,4.0,242.0,2017-07-28 01:41:52.061848,56.160001,10.196913
19015979,Entire home/apt,24,4,2.0,290.0,2017-07-28 01:41:52.059534,56.15571800000001,10.196406
13933945,Entire home/apt,3,7,4.0,240.0,2017-07-28 01:41:52.057317,56.170426,10.18061
13932894,Entire home/apt,24,6,3.0,242.0,2017-07-28 01:41:52.055044,56.164104,10.204169
6413439,Entire home/apt,2,9,5.0,240.0,2017-07-28 01:41:52.051053,56.121739,10.17595
11180528,Entire home/apt,5,6,3.0,242.0,2017-07-28 01:41:52.048582,56.192040000000006,10.241551
6833240,Entire home/apt,5,8,4.0,210.0,2017-07-28 01:41:52.045507,56.19084300000001,10.232498
19908282,Entire home/apt,5,6,0.0,209.0,2017-07-28 01:41:52.041436,56.192584,10.224028
19851759,Entire home/apt,24,6,3.0,275.0,2017-07-28 01:41:52.039001,56.155494999999995,10.202605
19966714,Entire home/apt,24,5,2.0,259.0,2017-07-28 01:41:52.036590,56.165612,10.189776
19666772,Entire home/apt,3,8,5.0,222.0,2017-07-28 01:41:52.033941,56.164455000000004,10.166989
10653261,Entire home/apt,24,6,3.0,194.0,2017-07-28 01:41:49.996760,56.146761,10.202515
16447339,Entire home/apt,24,6,3.0,193.0,2017-07-28 01:41:49.993402,56.147367,10.202727000000001
3431676,Entire home/apt,24,6,2.0,193.0,2017-07-28 01:41:49.984674,56.144051,10.193766
11562476,Entire home/apt,24,6,3.0,194.0,2017-07-28 01:41:49.981750,56.145348,10.189978
13707287,Entire home/apt,24,4,2.0,194.0,2017-07-28 01:41:49.972488,56.146498,10.200911999999999
14535137,Entire home/apt,2,4,2.0,194.0,2017-07-28 01:41:49.969703,56.138317,10.179369
8752434,Entire home/apt,24,5,2.0,194.0,2017-07-28 01:41:49.966841,56.149211,10.207338
12169770,Entire home/apt,24,5,3.0,194.0,2017-07-28 01:41:49.963934,56.15786,10.201711
11941690,Entire home/apt,24,2,1.0,194.0,2017-07-28 01:41:49.960770,56.154168999999996,10.208587
6745131,Entire home/apt,24,6,2.0,206.0,2017-07-28 01:41:49.957808,56.155449,10.209957000000001
